Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
KCNAB1,ENSG00000169282,IRF3,+,1888,1905,Genomic
KCNAB1,ENSG00000169282,IRF3,+,13285,13302,Genomic
KCNAB1,ENSG00000169282,IRF3,+,21783,21800,Genomic
KCNAB1,ENSG00000169282,IRF3,+,21860,21877,Genomic
KCNAB1,ENSG00000169282,IRF3,+,33629,33646,Genomic
KCNAB1,ENSG00000169282,IRF3,+,38059,38076,Genomic
KCNAB1,ENSG00000169282,IRF3,+,43773,43790,Genomic
KCNAB1,ENSG00000169282,IRF3,+,48578,48595,Genomic
KCNAB1,ENSG00000169282,IRF3,+,48584,48601,Genomic
KCNAB1,ENSG00000169282,IRF3,+,48739,48756,Genomic
KCNAB1,ENSG00000169282,IRF3,+,49065,49082,Genomic
KCNAB1,ENSG00000169282,IRF3,+,49215,49232,Genomic
KCNAB1,ENSG00000169282,IRF3,+,55446,55463,Genomic
KCNAB1,ENSG00000169282,IRF3,+,60053,60070,Genomic
KCNAB1,ENSG00000169282,IRF3,+,72096,72113,Genomic
KCNAB1,ENSG00000169282,IRF3,+,72196,72213,Genomic
KCNAB1,ENSG00000169282,IRF3,+,72501,72518,Genomic
KCNAB1,ENSG00000169282,IRF3,+,73302,73319,Genomic
KCNAB1,ENSG00000169282,IRF3,+,77656,77673,Genomic
KCNAB1,ENSG00000169282,IRF3,+,78114,78131,Genomic
KCNAB1,ENSG00000169282,IRF3,+,78115,78132,Genomic
KCNAB1,ENSG00000169282,IRF3,+,78349,78366,Genomic
KCNAB1,ENSG00000169282,IRF3,+,80708,80725,Genomic
KCNAB1,ENSG00000169282,IRF3,+,100079,100096,Genomic
KCNAB1,ENSG00000169282,IRF3,+,102848,102865,Genomic
KCNAB1,ENSG00000169282,IRF3,+,106289,106306,Genomic
KCNAB1,ENSG00000169282,IRF3,+,108697,108714,Genomic
KCNAB1,ENSG00000169282,IRF3,+,109986,110003,Genomic
KCNAB1,ENSG00000169282,IRF3,+,110479,110496,Genomic
KCNAB1,ENSG00000169282,IRF3,+,111865,111882,Genomic
KCNAB1,ENSG00000169282,IRF3,+,112044,112061,Genomic
KCNAB1,ENSG00000169282,IRF3,+,112193,112210,Genomic
KCNAB1,ENSG00000169282,IRF3,+,112447,112464,Genomic
KCNAB1,ENSG00000169282,IRF3,+,118435,118452,Genomic
KCNAB1,ENSG00000169282,IRF3,+,121129,121146,Genomic
KCNAB1,ENSG00000169282,IRF3,+,124765,124782,Genomic
KCNAB1,ENSG00000169282,IRF3,+,124771,124788,Genomic
KCNAB1,ENSG00000169282,IRF3,+,125514,125531,Genomic
KCNAB1,ENSG00000169282,IRF3,+,125703,125720,Genomic
KCNAB1,ENSG00000169282,IRF3,+,137111,137128,Genomic
KCNAB1,ENSG00000169282,IRF3,+,138099,138116,Genomic
KCNAB1,ENSG00000169282,IRF3,+,141399,141416,Genomic
KCNAB1,ENSG00000169282,IRF3,+,146123,146140,Genomic
KCNAB1,ENSG00000169282,IRF3,+,147802,147819,Genomic
KCNAB1,ENSG00000169282,IRF3,+,172676,172693,Genomic
KCNAB1,ENSG00000169282,IRF3,+,174735,174752,Genomic
KCNAB1,ENSG00000169282,IRF3,+,178950,178967,Genomic
KCNAB1,ENSG00000169282,IRF3,+,181802,181819,Genomic
KCNAB1,ENSG00000169282,IRF3,+,182303,182320,Genomic
KCNAB1,ENSG00000169282,IRF3,+,187382,187399,Genomic
KCNAB1,ENSG00000169282,IRF3,+,187422,187439,Genomic
KCNAB1,ENSG00000169282,IRF3,+,189503,189520,Genomic
KCNAB1,ENSG00000169282,IRF3,+,196059,196076,Genomic
KCNAB1,ENSG00000169282,IRF3,+,197263,197280,Genomic
KCNAB1,ENSG00000169282,IRF3,+,206344,206361,Genomic
KCNAB1,ENSG00000169282,IRF3,+,208473,208490,Genomic
KCNAB1,ENSG00000169282,IRF3,+,238861,238878,Genomic
KCNAB1,ENSG00000169282,IRF3,+,257495,257512,Genomic
KCNAB1,ENSG00000169282,IRF3,+,262483,262500,Genomic
KCNAB1,ENSG00000169282,IRF3,+,262489,262506,Genomic
KCNAB1,ENSG00000169282,IRF3,+,268525,268542,Genomic
KCNAB1,ENSG00000169282,IRF3,+,274111,274128,Genomic
KCNAB1,ENSG00000169282,IRF3,+,276406,276423,Genomic
KCNAB1,ENSG00000169282,IRF3,+,279287,279304,Genomic
KCNAB1,ENSG00000169282,IRF3,+,281825,281842,Genomic
KCNAB1,ENSG00000169282,IRF3,+,282529,282546,Genomic
KCNAB1,ENSG00000169282,IRF3,+,282530,282547,Genomic
KCNAB1,ENSG00000169282,IRF3,+,282643,282660,Genomic
KCNAB1,ENSG00000169282,IRF3,+,292471,292488,Genomic
KCNAB1,ENSG00000169282,IRF3,+,293784,293801,Genomic
KCNAB1,ENSG00000169282,IRF3,+,309950,309967,Genomic
KCNAB1,ENSG00000169282,IRF3,+,312084,312101,Genomic
KCNAB1,ENSG00000169282,IRF3,+,313875,313892,Genomic
KCNAB1,ENSG00000169282,IRF3,+,313880,313897,Genomic
KCNAB1,ENSG00000169282,IRF3,+,317530,317547,Genomic
KCNAB1,ENSG00000169282,IRF3,+,318973,318990,Genomic
KCNAB1,ENSG00000169282,IRF3,+,327868,327885,Genomic
KCNAB1,ENSG00000169282,IRF3,+,338180,338197,Genomic
KCNAB1,ENSG00000169282,IRF3,+,338296,338313,Genomic
KCNAB1,ENSG00000169282,IRF3,+,347766,347783,Genomic
KCNAB1,ENSG00000169282,IRF3,+,348965,348982,Genomic
KCNAB1,ENSG00000169282,IRF3,+,350409,350426,Genomic
KCNAB1,ENSG00000169282,IRF3,+,354470,354487,Genomic
KCNAB1,ENSG00000169282,IRF3,+,359105,359122,Genomic
KCNAB1,ENSG00000169282,IRF3,+,361042,361059,Genomic
KCNAB1,ENSG00000169282,IRF3,+,362445,362462,Genomic
KCNAB1,ENSG00000169282,IRF3,+,364006,364023,Genomic
KCNAB1,ENSG00000169282,IRF3,+,364737,364754,Genomic
KCNAB1,ENSG00000169282,IRF3,+,364743,364760,Genomic
KCNAB1,ENSG00000169282,IRF3,+,364966,364983,Genomic
KCNAB1,ENSG00000169282,IRF3,+,369587,369604,Genomic
KCNAB1,ENSG00000169282,IRF3,+,376773,376790,Genomic
KCNAB1,ENSG00000169282,IRF3,+,376938,376955,Genomic
KCNAB1,ENSG00000169282,IRF3,+,381656,381673,Genomic
KCNAB1,ENSG00000169282,IRF3,+,383399,383416,Genomic
KCNAB1,ENSG00000169282,IRF3,+,384114,384131,Genomic
KCNAB1,ENSG00000169282,IRF3,+,385903,385920,Genomic
KCNAB1,ENSG00000169282,IRF3,+,391125,391142,Genomic
KCNAB1,ENSG00000169282,IRF3,+,391702,391719,Genomic
KCNAB1,ENSG00000169282,IRF3,+,394450,394467,Genomic
KCNAB1,ENSG00000169282,IRF3,+,397484,397501,Genomic
