Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3543,3560,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3549,3566,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,3548,3561,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,28520,28533,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,11236,11249,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,25969,25982,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,44572,44585,Genomic
Homo sapiens,MX1,ENST00000398598,IRF7,+,1433,1446,Transcript
Homo sapiens,MX1,ENSG00000157601,IRF9,+,3546,3561,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,7518,7531,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,8218,8231,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,13117,13130,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,2995,3012,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,10495,10508,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,20981,20994,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,2217,2230,Genomic
Homo sapiens,GBP4,ENST00000355754,IRF7,+,837,850,Transcript
Homo sapiens,CMPK2,ENSG00000134326,IRF3,+,13850,13867,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF3,-,3819,3836,Genomic
Homo sapiens,CMPK2,ENST00000256722,IRF3,-,91,108,Transcript
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,2608,2621,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,-,1459,1472,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,668,681,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,6273,6286,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,19647,19660,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,24859,24872,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,668,683,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,3567,3584,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8121,8138,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8127,8144,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8170,8187,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,12911,12924,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,19967,19980,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,34079,34092,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,40305,40318,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,40426,40439,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,3532,3545,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,3566,3579,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,8126,8139,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,8169,8182,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,27285,27298,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,12909,12924,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,8169,8184,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,2857,2874,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,2989,3006,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,3563,3580,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,5619,5636,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,19151,19168,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,2856,2869,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,18187,18200,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,19703,19716,Genomic
Homo sapiens,TNFSF10,ENST00000241261,IRF7,-,611,624,Transcript
Homo sapiens,OAS1,ENSG00000089127,IRF3,+,21083,21100,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF3,-,12456,12473,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,21088,21101,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,22192,22205,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF9,+,21086,21101,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,3216,3233,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,5885,5902,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,13462,13479,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,30014,30031,Genomic
Homo sapiens,USP18,ENST00000215794,IRF3,-,1317,1334,Transcript
Homo sapiens,USP18,ENSG00000184979,IRF7,+,3235,3248,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,3215,3228,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,16129,16142,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF9,-,3215,3230,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,379,396,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,2973,2990,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,43561,43578,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,2834,2851,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,-,36424,36441,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,31494,31507,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,43566,43579,Genomic
