Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,4388,4405,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,24283,24300,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,24360,24377,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,46273,46290,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51078,51095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51084,51101,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51239,51256,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51565,51582,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,57946,57963,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,74696,74713,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,75001,75018,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,75802,75819,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80614,80631,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80849,80866,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,102579,102596,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,114693,114710,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,120935,120952,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,123629,123646,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,127265,127282,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,127271,127288,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,139611,139628,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,140599,140616,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,148623,148640,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,150302,150319,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,177235,177252,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,184302,184319,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,189882,189899,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,189922,189939,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,192003,192020,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,259995,260012,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,264983,265000,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,264989,265006,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,276611,276628,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,284325,284342,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,285030,285047,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,285143,285160,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,312450,312467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,314584,314601,Genomic
