Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51078,51095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,-,105311,105328,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF3,-,57824,57841,Genomic
Homo sapiens,UPF3A,ENSG00000169062,IRF3,+,12552,12569,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,5025,5042,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,314925,314942,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,+,22782,22799,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,-,17589,17606,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF3,-,153210,153227,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,+,7075,7092,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,12131,12148,Genomic
Homo sapiens,ARG2,ENSG00000081181,IRF3,+,27415,27432,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,+,161192,161209,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF3,-,16242,16259,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,875286,875303,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,218880,218897,Genomic
Homo sapiens,ORC3,ENSG00000135336,IRF3,-,34963,34980,Genomic
Homo sapiens,MTHFD1,ENSG00000100714,IRF3,-,79964,79981,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,219255,219272,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,319621,319638,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,319627,319644,Genomic
