Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF9,+,1046,1061,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,8736,8751,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,12332,12347,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,15379,15394,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,18566,18581,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,23469,23484,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,24466,24481,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,42072,42087,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF9,+,8445,8460,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,+,13494,13509,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,-,494,509,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF9,-,3655,3670,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,8793,8808,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,+,9074,9089,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,939,954,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,6179,6194,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF9,-,23579,23594,Genomic
Homo sapiens,IFI44L,ENST00000370751,IRF9,+,413,428,Transcript
Homo sapiens,IFI44L,ENST00000370751,IRF9,-,2664,2679,Transcript
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,10409,10424,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,38114,38129,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,+,41001,41016,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,1032,1047,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,1066,1081,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,5620,5635,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,5626,5641,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,5669,5684,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF9,-,24162,24177,Genomic
