Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF3,+,1914,1931,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3185,3202,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3186,3203,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3543,3560,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3549,3566,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3911,3928,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,6256,6273,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,8255,8272,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,8697,8714,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12671,12688,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12890,12907,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12896,12913,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12973,12990,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12979,12996,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,19738,19755,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,20114,20131,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,22692,22709,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,23459,23476,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,25624,25641,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,26113,26130,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,26119,26136,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,28515,28532,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,29567,29584,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,31570,31587,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,38892,38909,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,43014,43031,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,45825,45842,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,45831,45848,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,49140,49157,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,1712,1729,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,2799,2816,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,6403,6420,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,8618,8635,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,11237,11254,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,14833,14850,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17874,17891,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17880,17897,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17982,17999,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,18326,18343,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,21067,21084,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,22641,22658,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,25970,25987,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,26961,26978,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,27274,27291,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,27279,27296,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,27284,27301,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,27294,27311,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,30712,30729,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,37884,37901,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,44573,44590,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,48542,48559,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,48728,48745,Genomic
Homo sapiens,MX1,ENST00000398598,IRF3,+,750,767,Transcript
Homo sapiens,MX1,ENST00000398598,IRF3,+,787,804,Transcript
Homo sapiens,MX1,ENST00000398598,IRF3,+,1428,1445,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF3,+,661,678,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,2982,2999,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,10346,10363,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,10942,10959,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,10996,11013,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,11002,11019,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,11014,11031,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,11617,11634,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,18954,18971,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,4451,4468,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,4456,4473,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,16462,16479,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,16468,16485,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,18462,18479,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,18473,18490,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20401,20418,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20406,20423,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20407,20424,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20419,20436,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20420,20437,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,26007,26024,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,26453,26470,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,2150,2167,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,2700,2717,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,2738,2755,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,8683,8700,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,11421,11438,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15550,15567,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15991,16008,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,16938,16955,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,20229,20246,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,20982,20999,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,20983,21000,Genomic
