Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3543,3560,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3549,3566,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,12973,12990,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,+,22692,22709,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17874,17891,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,17880,17897,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,44573,44590,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF3,-,48542,48559,Genomic
Homo sapiens,MX1,ENST00000398598,IRF3,+,787,804,Transcript
Homo sapiens,MX1,ENSG00000157601,IRF7,+,3548,3561,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,3554,3567,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,9688,9701,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,11732,11745,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,15696,15709,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,20113,20126,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26124,26137,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,27095,27108,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,28520,28533,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,33723,33736,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,42364,42377,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,44067,44080,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,47988,48001,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,1711,1724,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,2798,2811,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,11186,11199,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,11236,11249,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,12293,12306,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,13173,13186,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,14832,14845,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,18168,18181,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,25969,25982,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,29642,29655,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,30718,30731,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,39908,39921,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,40649,40662,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,43996,44009,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,44572,44585,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,45819,45832,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,47568,47581,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,53860,53873,Genomic
Homo sapiens,MX1,ENST00000398598,IRF7,+,749,762,Transcript
Homo sapiens,MX1,ENST00000398598,IRF7,+,1433,1446,Transcript
Homo sapiens,MX1,ENSG00000157601,IRF9,+,3546,3561,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF9,-,44572,44587,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,+,10942,10959,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,18462,18479,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF3,-,20420,20437,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,+,10947,10960,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,+,21276,21289,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,+,23157,23170,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,4450,4463,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,7518,7531,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,8218,8231,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,11064,11077,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,13117,13130,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,20406,20419,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,20419,20432,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,24930,24943,Genomic
Homo sapiens,OASL,ENST00000257570,IRF7,+,1410,1423,Transcript
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,2700,2717,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15550,15567,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,+,15991,16008,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,2218,2235,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,2995,3012,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF3,-,6156,6173,Genomic
Homo sapiens,GBP4,ENST00000355754,IRF3,+,1755,1772,Transcript
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,2705,2718,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,5386,5399,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,7493,7506,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,10495,10508,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,12620,12633,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,16943,16956,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,20981,20994,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,22169,22182,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,22633,22646,Genomic
