Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF7,+,1048,1061,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26020,26033,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8736,8749,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,42072,42085,Genomic
Homo sapiens,MX1,ENST00000398598,IRF7,+,1433,1446,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF7,-,5718,5731,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,10617,10630,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,18481,18494,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,108,121,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,3773,3786,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,17467,17480,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,31579,31592,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37926,37939,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1066,1079,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5669,5682,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,15687,15700,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,18588,18601,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,+,735,748,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,715,728,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,28994,29007,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,50941,50954,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,17434,17447,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,21624,21637,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,22278,22291,Genomic
Homo sapiens,IFIH1,ENST00000649979,IRF7,+,3027,3040,Transcript
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,11905,11918,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,+,24309,24322,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,-,501,514,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,-,71160,71173,Genomic
Homo sapiens,DDX58,ENST00000379883,IRF7,-,4241,4254,Transcript
Homo sapiens,ISG15,ENSG00000187608,IRF7,+,12751,12764,Genomic
Homo sapiens,RTP4,ENSG00000136514,IRF7,+,481,494,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,+,36256,36269,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,+,45586,45599,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,1142,1155,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,4653,4666,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,32891,32904,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,41874,41887,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,43812,43825,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,64799,64812,Genomic
Homo sapiens,HERC6,ENST00000264346,IRF7,-,3716,3729,Transcript
Homo sapiens,ZMYND15,ENSG00000141497,IRF7,+,310,323,Genomic
Homo sapiens,CD274,ENSG00000120217,IRF7,-,329,342,Genomic
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,451,464,Genomic
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,1216,1229,Genomic
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,1694,1707,Genomic
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,6673,6686,Genomic
Homo sapiens,IFI44,ENSG00000137965,IRF7,-,473,486,Genomic
Homo sapiens,TLR3,ENSG00000164342,IRF7,+,18616,18629,Genomic
Homo sapiens,TLR3,ENSG00000164342,IRF7,-,739,752,Genomic
Homo sapiens,TLR3,ENSG00000164342,IRF7,-,1726,1739,Genomic
Homo sapiens,TLR3,ENST00000296795,IRF7,+,4968,4981,Transcript
Homo sapiens,CIITA,ENSG00000179583,IRF7,+,1675,1688,Genomic
Homo sapiens,CIITA,ENSG00000179583,IRF7,+,16072,16085,Genomic
Homo sapiens,CIITA,ENSG00000179583,IRF7,-,71924,71937,Genomic
Homo sapiens,PARP14,ENSG00000173193,IRF7,+,470,483,Genomic
Homo sapiens,PARP14,ENSG00000173193,IRF7,-,2814,2827,Genomic
Homo sapiens,XAF1,ENSG00000132530,IRF7,+,19600,19613,Genomic
Homo sapiens,XAF1,ENSG00000132530,IRF7,-,1066,1079,Genomic
Homo sapiens,XAF1,ENST00000361842,IRF7,+,2316,2329,Transcript
Homo sapiens,IRF7,ENSG00000185507,IRF7,+,221,234,Genomic
Homo sapiens,IRF7,ENSG00000185507,IRF7,-,778,791,Genomic
Homo sapiens,APOL2,ENSG00000128335,IRF7,+,2166,2179,Genomic
Homo sapiens,APOL2,ENSG00000128335,IRF7,-,866,879,Genomic
Homo sapiens,SAMD9,ENSG00000205413,IRF7,-,7885,7898,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,9715,9728,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,10399,10412,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,5861,5874,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,1075,1088,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,1081,1094,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,32906,32919,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,2437,2450,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF7,+,369,382,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,+,67261,67274,Genomic
Homo sapiens,SLFN12L,ENSG00000205045,IRF7,-,16296,16309,Genomic
Homo sapiens,SLFN12L,ENST00000628453,IRF7,+,6550,6563,Transcript
Homo sapiens,TAP1,ENSG00000168394,IRF7,+,7794,7807,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,-,476,489,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,11107,11120,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,28010,28023,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,-,36845,36858,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,+,22714,22727,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,488,501,Genomic
Homo sapiens,HSH2D,ENSG00000196684,IRF7,+,1266,1279,Genomic
