Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,1893,1906,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,3289,3302,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,22881,22894,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,48583,48596,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,48589,48602,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,63706,63719,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,97602,97615,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,98464,98477,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,124776,124789,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,149348,149361,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,181378,181391,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,238866,238879,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,264239,264252,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,305154,305167,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,309208,309221,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,337030,337043,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,345294,345307,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,359103,359116,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,366943,366956,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,367702,367715,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,372897,372910,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,376778,376791,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,376908,376921,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,383297,383310,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,383647,383660,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,393219,393232,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,400078,400091,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,406865,406878,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,429995,430008,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,430267,430280,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,2899,2912,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,8890,8903,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,13002,13015,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,17368,17381,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,84769,84782,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,111643,111656,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,123607,123620,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,125944,125957,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,132725,132738,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,156112,156125,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,168350,168363,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,169080,169093,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,175082,175095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,205394,205407,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,207660,207673,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,225976,225989,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,231678,231691,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,263211,263224,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,264454,264467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,279889,279902,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,281061,281074,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,300248,300261,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,301415,301428,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,312678,312691,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,332844,332857,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,336186,336199,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,368291,368304,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,372259,372272,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,387557,387570,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,412422,412435,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,414109,414122,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,426132,426145,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,426711,426724,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,429192,429205,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,430516,430529,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,446430,446443,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,465759,465772,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,466442,466455,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,471421,471434,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,+,31250,31263,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,+,48869,48882,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,-,2836,2849,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,-,43941,43954,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,-,51332,51345,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,-,55291,55304,Genomic
Homo sapiens,SFXN4,ENSG00000183605,IRF7,-,13162,13175,Genomic
Homo sapiens,SFXN4,ENSG00000183605,IRF7,-,13953,13966,Genomic
Homo sapiens,SDR9C7,ENSG00000170426,IRF7,+,4129,4142,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,15685,15698,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,19699,19712,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,19971,19984,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,56279,56292,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,58073,58086,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,-,24925,24938,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,-,60338,60351,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,9781,9794,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,11949,11962,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,35297,35310,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,55886,55899,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,165369,165382,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,192184,192197,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,257953,257966,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,338566,338579,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,338988,339001,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,18793,18806,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,37319,37332,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,76856,76869,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,78289,78302,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,81870,81883,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,90050,90063,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,99198,99211,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,144667,144680,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,145027,145040,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,147474,147487,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,161454,161467,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,171140,171153,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,196287,196300,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,234246,234259,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,269621,269634,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,330752,330765,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,19073,19086,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,23390,23403,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,24078,24091,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,40311,40324,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,41725,41738,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,61403,61416,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,77144,77157,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,86256,86269,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,96598,96611,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,57418,57431,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,63409,63422,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,66481,66494,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,72950,72963,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,85125,85138,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,90927,90940,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,95329,95342,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,103527,103540,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF7,+,42667,42680,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF7,+,45196,45209,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF7,-,14007,14020,Genomic
