Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,1893,1906,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,48583,48596,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,98464,98477,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,238866,238879,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,337030,337043,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,429995,430008,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,84769,84782,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,111643,111656,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,156112,156125,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,168350,168363,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,207660,207673,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,312678,312691,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,332844,332857,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,336186,336199,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,446430,446443,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,-,55291,55304,Genomic
Homo sapiens,SDR9C7,ENSG00000170426,IRF7,+,4129,4142,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,56279,56292,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,55886,55899,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,192184,192197,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,338988,339001,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,81870,81883,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,90050,90063,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,161454,161467,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,330752,330765,Genomic
