Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MFSD10,ENSG00000109736,IRF3,+,1182,1199,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF3,-,9213,9230,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,852,865,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,1354,1367,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7728,7741,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7900,7913,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7906,7919,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7907,7920,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7993,8006,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,8512,8525,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,8559,8572,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,8643,8656,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,8649,8662,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,9745,9758,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,9789,9802,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,10185,10198,Genomic
Homo sapiens,MFSD10,ENSG00000109736,IRF9,+,8647,8662,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,4388,4405,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,15785,15802,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,24283,24300,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,24360,24377,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,36129,36146,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,40559,40576,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,46273,46290,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,50394,50411,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51078,51095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51079,51096,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51084,51101,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51239,51256,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51565,51582,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51715,51732,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,52244,52261,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,57946,57963,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,62553,62570,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,74596,74613,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,74696,74713,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,75001,75018,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,75802,75819,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80156,80173,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80205,80222,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80614,80631,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80615,80632,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,80849,80866,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,82615,82632,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,83208,83225,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,102579,102596,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,105348,105365,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,108789,108806,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,111197,111214,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,112486,112503,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,112979,112996,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,114365,114382,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,114544,114561,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,114693,114710,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,114947,114964,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,120935,120952,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,123629,123646,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,125945,125962,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,127265,127282,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,127271,127288,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,128014,128031,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,128203,128220,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,130135,130152,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,132601,132618,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,132932,132949,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,139611,139628,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,140599,140616,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,143899,143916,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,147175,147192,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,148623,148640,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,148629,148646,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,150302,150319,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,173922,173939,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,175176,175193,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,177235,177252,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,179803,179820,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,179971,179988,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,181450,181467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,184302,184319,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,184803,184820,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,189882,189899,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,189922,189939,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,192003,192020,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,198559,198576,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,199763,199780,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,199922,199939,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,208844,208861,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,210973,210990,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,212008,212025,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,214873,214890,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,217250,217267,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,239429,239446,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,241361,241378,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,259995,260012,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,264983,265000,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,264989,265006,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,266858,266875,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,271025,271042,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,273301,273318,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,276611,276628,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,278906,278923,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,280376,280393,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,281787,281804,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,284325,284342,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,285029,285046,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,285030,285047,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,285143,285160,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,289456,289473,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,289462,289479,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,294971,294988,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,296284,296301,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,310484,310501,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,312450,312467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,314584,314601,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,316375,316392,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,316380,316397,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,320030,320047,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,321433,321450,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,321473,321490,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,325134,325151,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,325135,325152,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,330368,330385,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,338148,338165,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,338783,338800,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,340680,340697,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,340796,340813,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,341743,341760,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,343382,343399,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,350266,350283,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,350888,350905,Genomic
