Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF9,+,312087,312102,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF9,-,264454,264469,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF9,+,56277,56292,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF9,-,32543,32558,Genomic
Homo sapiens,ENG,ENSG00000106991,IRF9,-,3369,3384,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF9,-,7369,7384,Genomic
Homo sapiens,RNF6,ENST00000381588,IRF9,-,849,864,Transcript
Homo sapiens,HLF,ENSG00000108924,IRF9,-,56971,56986,Genomic
Homo sapiens,HLF,ENST00000226067,IRF9,-,1964,1979,Transcript
Homo sapiens,STK4,ENSG00000101109,IRF9,-,25470,25485,Genomic
Homo sapiens,COX7A2L,ENSG00000115944,IRF9,-,58430,58445,Genomic
Homo sapiens,SF3A3,ENSG00000183431,IRF9,-,10158,10173,Genomic
Homo sapiens,TAF12,ENSG00000120656,IRF9,-,14886,14901,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF9,-,77985,78000,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF9,-,83665,83680,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF9,-,134354,134369,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF9,-,322693,322708,Genomic
Homo sapiens,WDR34,ENSG00000119333,IRF9,-,4436,4451,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF9,-,15088,15103,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF9,-,15094,15109,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF9,+,202241,202256,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF9,-,150709,150724,Genomic
Homo sapiens,SLC5A1,ENSG00000100170,IRF9,-,35332,35347,Genomic
Homo sapiens,SLC5A1,ENSG00000100170,IRF9,-,52066,52081,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF9,+,4578,4593,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF9,-,9630,9645,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF9,-,27824,27839,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF9,-,71138,71153,Genomic
Homo sapiens,UNC13A,ENSG00000130477,IRF9,+,79869,79884,Genomic
Homo sapiens,SLC20A2,ENSG00000168575,IRF9,-,54553,54568,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF9,+,10752,10767,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF9,+,122613,122628,Genomic
Homo sapiens,ARG2,ENSG00000081181,IRF9,-,22567,22582,Genomic
Homo sapiens,PDSS1,ENSG00000148459,IRF9,-,45180,45195,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF9,+,130836,130851,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF9,-,13741,13756,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF9,-,97368,97383,Genomic
Homo sapiens,ALG5,ENSG00000120697,IRF9,-,43234,43249,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,+,397105,397120,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,+,467914,467929,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,+,668607,668622,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,+,1035650,1035665,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,-,119396,119411,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF9,-,800628,800643,Genomic
Homo sapiens,CARS2,ENSG00000134905,IRF9,-,3522,3537,Genomic
Homo sapiens,ORC3,ENSG00000135336,IRF9,-,32462,32477,Genomic
Homo sapiens,ORC3,ENSG00000135336,IRF9,-,55822,55837,Genomic
Homo sapiens,ACLY,ENSG00000131473,IRF9,-,55699,55714,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF9,-,174528,174543,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF9,-,365842,365857,Genomic
