Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF7,+,1048,1061,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,9232,9245,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,24595,24608,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26020,26033,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8736,8749,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,23469,23482,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,42072,42085,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,45068,45081,Genomic
Homo sapiens,MX1,ENST00000398598,IRF7,+,1433,1446,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF7,+,8447,8460,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,1950,1963,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,5018,5031,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,5718,5731,Genomic
Homo sapiens,OASL,ENSG00000135114,IRF7,-,10617,10630,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,7995,8008,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,+,18481,18494,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,326,339,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,494,507,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,14585,14598,Genomic
Homo sapiens,GBP4,ENSG00000162654,IRF7,-,15534,15547,Genomic
Homo sapiens,GBP4,ENST00000355754,IRF7,+,837,850,Transcript
Homo sapiens,GBP4,ENST00000355754,IRF7,-,2427,2440,Transcript
Homo sapiens,GBP4,ENST00000355754,IRF7,-,3376,3389,Transcript
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,108,121,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,2472,2485,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,+,26620,26633,Genomic
Homo sapiens,CMPK2,ENSG00000134326,IRF7,-,10540,10553,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,881,894,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,972,985,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,9076,9089,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,12301,12314,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,+,23555,23568,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,3773,3786,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,17147,17160,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,22359,22372,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,23579,23592,Genomic
Homo sapiens,IFI44L,ENST00000370751,IRF7,+,2640,2653,Transcript
Homo sapiens,IFI44L,ENST00000370751,IRF7,-,2664,2677,Transcript
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,10411,10424,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,17467,17480,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,31579,31592,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37148,37161,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37805,37818,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37926,37939,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1032,1045,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1066,1079,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5626,5639,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5669,5682,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,17833,17846,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,21827,21840,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,22646,22659,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,24785,24798,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,29261,29274,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,+,5763,5776,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,356,369,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,488,501,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,15687,15700,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,16650,16663,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,17203,17216,Genomic
Homo sapiens,TNFSF10,ENST00000241261,IRF7,-,611,624,Transcript
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,4117,4130,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,18588,18601,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,+,19692,19705,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,8249,8262,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,12908,12921,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,16031,16044,Genomic
Homo sapiens,OAS1,ENSG00000089127,IRF7,-,18378,18391,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,+,735,748,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,+,2710,2723,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,+,27146,27159,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,715,728,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,13629,13642,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,19508,19521,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,27907,27920,Genomic
Homo sapiens,USP18,ENST00000215794,IRF7,-,1710,1723,Transcript
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,478,491,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,6615,6628,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,17775,17788,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,20436,20449,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,22785,22798,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,28994,29007,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,37502,37515,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,41066,41079,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,42281,42294,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,42410,42423,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,50850,50863,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,+,50941,50954,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,2245,2258,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,13582,13595,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,17434,17447,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,21153,21166,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,21624,21637,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,22272,22285,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,22278,22291,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,23092,23105,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,24498,24511,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,31458,31471,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,31464,31477,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,44706,44719,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,47855,47868,Genomic
Homo sapiens,IFIH1,ENST00000649979,IRF7,+,2464,2477,Transcript
Homo sapiens,IFIH1,ENST00000649979,IRF7,+,2593,2606,Transcript
Homo sapiens,IFIH1,ENST00000649979,IRF7,+,3027,3040,Transcript
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,2504,2517,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,2782,2795,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,5526,5539,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,13280,13293,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,14708,14721,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,33528,33541,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,+,35087,35100,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,7285,7298,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,8090,8103,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,11905,11918,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,33263,33276,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,35307,35320,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF7,-,40794,40807,Genomic
Homo sapiens,IFIT1B,ENSG00000204010,IRF7,+,1080,1093,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,+,7925,7938,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,-,10081,10094,Genomic
Homo sapiens,GBP5,ENSG00000154451,IRF7,-,11529,11542,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,+,2888,2901,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,+,9945,9958,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,+,24309,24322,Genomic
Homo sapiens,DDX58,ENSG00000107201,IRF7,+,27504,27517,Genomic
