Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51078,51095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,264983,265000,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,312450,312467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,314584,314601,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,316380,316397,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,-,105311,105328,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF3,-,14114,14131,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF3,+,167864,167881,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF3,+,194679,194696,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF3,+,41303,41320,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF3,+,87961,87978,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF3,+,106892,106909,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF3,+,19216,19233,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF3,-,13848,13865,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF3,-,19183,19200,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF3,-,20762,20779,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF3,-,57824,57841,Genomic
Homo sapiens,UPF3A,ENSG00000169062,IRF3,+,12552,12569,Genomic
Homo sapiens,HLF,ENSG00000108924,IRF3,-,58672,58689,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF3,+,36960,36977,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF3,-,27971,27988,Genomic
Homo sapiens,STK4,ENST00000372806,IRF3,+,950,967,Transcript
Homo sapiens,MRO,ENSG00000134042,IRF3,-,1442,1459,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,5025,5042,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,314925,314942,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,29260,29277,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,136855,136872,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,245740,245757,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,275646,275663,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,289355,289372,Genomic
Homo sapiens,KCNE3,ENSG00000175538,IRF3,-,7959,7976,Genomic
Homo sapiens,CPNE2,ENSG00000140848,IRF3,+,58595,58612,Genomic
Homo sapiens,CPNE2,ENSG00000140848,IRF3,+,58601,58618,Genomic
Homo sapiens,CPNE2,ENST00000290776,IRF3,+,2409,2426,Transcript
Homo sapiens,CPNE2,ENST00000290776,IRF3,+,2415,2432,Transcript
Homo sapiens,EDAR,ENSG00000135960,IRF3,+,22782,22799,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,-,17589,17606,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,-,17595,17612,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF3,-,153210,153227,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF3,-,177194,177211,Genomic
Homo sapiens,MEI1,ENSG00000167077,IRF3,+,5394,5411,Genomic
Homo sapiens,SLC5A1,ENSG00000100170,IRF3,-,37827,37844,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,+,7075,7092,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,10191,10208,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,12131,12148,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,30325,30342,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,73639,73656,Genomic
Homo sapiens,UNC13A,ENSG00000130477,IRF3,-,28417,28434,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF3,-,65454,65471,Genomic
Homo sapiens,ARG2,ENSG00000081181,IRF3,+,27415,27432,Genomic
Homo sapiens,FAM213A,ENSG00000122378,IRF3,+,8532,8549,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,+,161192,161209,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,+,207942,207959,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,-,39675,39692,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,-,70272,70289,Genomic
Homo sapiens,DGKK,ENSG00000274588,IRF3,-,52253,52270,Genomic
Homo sapiens,WBP11,ENSG00000084463,IRF3,-,21836,21853,Genomic
Homo sapiens,WBP11,ENST00000261167,IRF3,-,4512,4529,Transcript
Homo sapiens,PLPP4,ENSG00000203805,IRF3,+,100968,100985,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF3,-,16242,16259,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF3,-,99869,99886,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,161599,161616,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,706142,706159,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,875286,875303,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,1024985,1025002,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,1036931,1036948,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,218880,218897,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,263280,263297,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,334945,334962,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,890370,890387,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,928027,928044,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,951509,951526,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,951515,951532,Genomic
Homo sapiens,ORC3,ENSG00000135336,IRF3,-,34963,34980,Genomic
Homo sapiens,FAAH,ENSG00000117480,IRF3,+,21494,21511,Genomic
Homo sapiens,FAAH,ENSG00000117480,IRF3,+,21500,21517,Genomic
Homo sapiens,MTHFD1,ENSG00000100714,IRF3,-,79964,79981,Genomic
Homo sapiens,ELOVL4,ENSG00000118402,IRF3,-,37667,37684,Genomic
Homo sapiens,ACLY,ENSG00000131473,IRF3,-,31971,31988,Genomic
Homo sapiens,SON,ENSG00000159140,IRF3,-,6914,6931,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,189429,189446,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,219255,219272,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,319621,319638,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,+,319627,319644,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,-,120147,120164,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,-,147812,147829,Genomic
Homo sapiens,STK32B,ENSG00000152953,IRF3,-,215882,215899,Genomic
Homo sapiens,CDH10,ENSG00000040731,IRF3,-,57900,57917,Genomic
Homo sapiens,CDH10,ENSG00000040731,IRF3,-,89276,89293,Genomic
Homo sapiens,TLN1,ENSG00000137076,IRF3,-,29315,29332,Genomic
Homo sapiens,IGBP1,ENSG00000089289,IRF3,-,20854,20871,Genomic
