Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MFSD10,ENSG00000109736,IRF7,+,7900,7913,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,51078,51095,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,312450,312467,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,314584,314601,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,+,316380,316397,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF3,-,105311,105328,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,4393,4406,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,+,241366,241379,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,87269,87282,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,170850,170863,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,210160,210173,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,315178,315191,Genomic
Homo sapiens,KCNAB1,ENSG00000169282,IRF7,-,338686,338699,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF3,-,14114,14131,Genomic
Homo sapiens,ZNF341,ENSG00000131061,IRF7,+,268,281,Genomic
Homo sapiens,SDR9C7,ENSG00000170426,IRF7,+,6629,6642,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF7,+,58779,58792,Genomic
Homo sapiens,MRC2,ENSG00000011028,IRF9,+,58777,58792,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF3,+,167864,167881,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF3,+,194679,194696,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,58386,58399,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,+,194684,194697,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,163954,163967,Genomic
Homo sapiens,COL23A1,ENSG00000050767,IRF7,-,333252,333265,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF3,+,41303,41320,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF3,+,106892,106909,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,+,42811,42824,Genomic
Homo sapiens,WDR78,ENSG00000152763,IRF7,-,97829,97842,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF7,+,47696,47709,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF7,-,35043,35056,Genomic
Homo sapiens,SDHC,ENSG00000143252,IRF9,-,35043,35058,Genomic
Homo sapiens,ENG,ENSG00000106991,IRF7,-,5869,5882,Genomic
Homo sapiens,HOOK3,ENSG00000168172,IRF7,+,7722,7735,Genomic
Homo sapiens,HOOK3,ENSG00000168172,IRF7,-,21249,21262,Genomic
Homo sapiens,HOOK3,ENSG00000168172,IRF7,-,127242,127255,Genomic
Homo sapiens,HOOK3,ENST00000307602,IRF7,-,5000,5013,Transcript
Homo sapiens,ABCC6,ENSG00000091262,IRF7,-,28162,28175,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF3,-,13848,13865,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF3,-,19183,19200,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF7,+,11813,11826,Genomic
Homo sapiens,STRAP,ENSG00000023734,IRF7,-,16125,16138,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF3,-,57824,57841,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF7,-,9869,9882,Genomic
Homo sapiens,RNF6,ENSG00000127870,IRF7,-,83445,83458,Genomic
Homo sapiens,RNF6,ENST00000381588,IRF7,-,849,862,Transcript
Homo sapiens,RNF6,ENSG00000127870,IRF9,-,9869,9884,Genomic
Homo sapiens,RNF6,ENST00000381588,IRF9,-,849,864,Transcript
Homo sapiens,UPF3A,ENSG00000169062,IRF3,+,12552,12569,Genomic
Homo sapiens,UPF3A,ENSG00000169062,IRF7,+,430,443,Genomic
Homo sapiens,UPF3A,ENSG00000169062,IRF7,-,13520,13533,Genomic
Homo sapiens,HLF,ENSG00000108924,IRF3,-,58672,58689,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF3,+,36960,36977,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF3,-,27971,27988,Genomic
Homo sapiens,STK4,ENST00000372806,IRF3,+,950,967,Transcript
Homo sapiens,STK4,ENSG00000101109,IRF7,+,86332,86345,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF7,-,58087,58100,Genomic
Homo sapiens,STK4,ENSG00000101109,IRF7,-,61824,61837,Genomic
Homo sapiens,COX7A2L,ENSG00000115944,IRF7,-,60930,60943,Genomic
Homo sapiens,SF3A3,ENSG00000183431,IRF7,-,12658,12671,Genomic
Homo sapiens,SF3A3,ENSG00000183431,IRF9,-,12658,12673,Genomic
Homo sapiens,TMEM178A,ENSG00000152154,IRF7,+,28950,28963,Genomic
Homo sapiens,TMEM178A,ENSG00000152154,IRF7,+,31144,31157,Genomic
Homo sapiens,TMEM178A,ENSG00000152154,IRF7,-,43797,43810,Genomic
Homo sapiens,TAF12,ENSG00000120656,IRF7,-,17386,17399,Genomic
Homo sapiens,TAF12,ENSG00000120656,IRF9,-,17386,17401,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,5025,5042,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,+,314925,314942,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,29260,29277,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,136855,136872,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF3,-,245740,245757,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,+,11768,11781,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,-,31247,31260,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,-,76074,76087,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,-,86165,86178,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,-,136854,136867,Genomic
Homo sapiens,NTNG1,ENSG00000162631,IRF7,-,164769,164782,Genomic
Homo sapiens,NTNG1,ENST00000370068,IRF7,+,808,821,Transcript
Homo sapiens,NTNG1,ENSG00000162631,IRF9,-,80485,80500,Genomic
Homo sapiens,KCNE3,ENSG00000175538,IRF3,-,7959,7976,Genomic
Homo sapiens,WDR34,ENSG00000119333,IRF7,-,6936,6949,Genomic
Homo sapiens,WDR34,ENSG00000119333,IRF9,-,6936,6951,Genomic
Homo sapiens,CPNE2,ENSG00000140848,IRF3,+,58595,58612,Genomic
Homo sapiens,CPNE2,ENST00000290776,IRF3,+,2409,2426,Transcript
Homo sapiens,CPNE2,ENSG00000140848,IRF7,+,58606,58619,Genomic
Homo sapiens,CPNE2,ENST00000290776,IRF7,+,2420,2433,Transcript
Homo sapiens,EDAR,ENSG00000135960,IRF3,+,22782,22799,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,-,17589,17606,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF3,-,17595,17612,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF7,+,60615,60628,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF7,-,17594,17607,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF9,-,17588,17603,Genomic
Homo sapiens,EDAR,ENSG00000135960,IRF9,-,17594,17609,Genomic
Homo sapiens,HHIP,ENSG00000164161,IRF7,-,64580,64593,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF3,-,153210,153227,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,+,95252,95265,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,+,136888,136901,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,+,204743,204756,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,-,63135,63148,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,-,230638,230651,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,-,260860,260873,Genomic
Homo sapiens,SUCLA2,ENSG00000136143,IRF7,-,281681,281694,Genomic
Homo sapiens,CCDC173,ENSG00000154479,IRF7,+,26991,27004,Genomic
Homo sapiens,MEI1,ENSG00000167077,IRF7,-,26493,26506,Genomic
Homo sapiens,MEI1,ENSG00000167077,IRF7,-,66184,66197,Genomic
Homo sapiens,SLC5A1,ENSG00000100170,IRF7,-,32728,32741,Genomic
Homo sapiens,SLC5A1,ENSG00000100170,IRF7,-,37077,37090,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,+,7075,7092,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF3,-,12131,12148,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF7,-,30324,30337,Genomic
Homo sapiens,APOOL,ENSG00000155008,IRF7,-,30330,30343,Genomic
Homo sapiens,UNC13A,ENSG00000130477,IRF3,-,28417,28434,Genomic
Homo sapiens,UNC13A,ENSG00000130477,IRF7,+,82371,82384,Genomic
Homo sapiens,UNC13A,ENSG00000130477,IRF9,+,82369,82384,Genomic
Homo sapiens,SLC20A2,ENSG00000168575,IRF7,-,34827,34840,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF7,+,125115,125128,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF7,+,197738,197751,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF7,-,139893,139906,Genomic
Homo sapiens,PIBF1,ENSG00000083535,IRF9,+,125113,125128,Genomic
Homo sapiens,ARG2,ENSG00000081181,IRF3,+,27415,27432,Genomic
Homo sapiens,EIF2B5,ENSG00000145191,IRF7,+,10769,10782,Genomic
Homo sapiens,EIF2B5,ENST00000648915,IRF7,+,1602,1615,Transcript
Homo sapiens,METTL21A,ENSG00000144401,IRF7,-,50556,50569,Genomic
Homo sapiens,PNISR,ENSG00000132424,IRF7,+,27518,27531,Genomic
Homo sapiens,PNISR,ENST00000369239,IRF7,+,2349,2362,Transcript
Homo sapiens,TUBGCP3,ENSG00000126216,IRF7,+,55465,55478,Genomic
Homo sapiens,TUBGCP3,ENSG00000126216,IRF7,-,25659,25672,Genomic
Homo sapiens,PDSS1,ENSG00000148459,IRF7,+,49302,49315,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF3,+,161192,161209,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF7,+,70698,70711,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF7,-,95188,95201,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF7,-,195574,195587,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF7,-,217314,217327,Genomic
Homo sapiens,FRMD3,ENSG00000172159,IRF7,-,285035,285048,Genomic
Homo sapiens,DGKK,ENSG00000274588,IRF3,-,52253,52270,Genomic
Homo sapiens,WBP11,ENSG00000084463,IRF3,-,21836,21853,Genomic
Homo sapiens,WBP11,ENST00000261167,IRF3,-,4512,4529,Transcript
Homo sapiens,PLPP4,ENSG00000203805,IRF3,-,16242,16259,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF7,+,133338,133351,Genomic
Homo sapiens,PLPP4,ENSG00000203805,IRF9,-,16241,16256,Genomic
Homo sapiens,ALG5,ENSG00000120697,IRF7,-,45734,45747,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,161599,161616,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,706142,706159,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,875286,875303,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,+,1024985,1025002,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,218880,218897,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,263280,263297,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,928027,928044,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,951509,951526,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF3,-,951515,951532,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,63377,63390,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,116229,116242,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,170000,170013,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,256776,256789,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,470416,470429,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,504586,504599,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,535259,535272,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,581866,581879,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,671109,671122,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,829528,829541,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,904731,904744,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,942480,942493,Genomic
Homo sapiens,CDH12,ENSG00000154162,IRF7,+,1038152,1038165,Genomic
