Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF3,+,3543,3560,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF3,-,8170,8187,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF3,-,2857,2874,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF3,-,3216,3233,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,379,396,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF3,+,2973,2990,Genomic
Homo sapiens,GBP7,ENSG00000213512,IRF3,+,26386,26403,Genomic
Homo sapiens,ISG15,ENSG00000187608,IRF3,+,15246,15263,Genomic
Homo sapiens,RTP4,ENSG00000136514,IRF3,-,4971,4988,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF3,+,63660,63677,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF3,-,3672,3689,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF3,-,16186,16203,Genomic
Homo sapiens,CD274,ENSG00000120217,IRF3,-,2836,2853,Genomic
Homo sapiens,IFI44,ENSG00000137965,IRF3,-,2974,2991,Genomic
Homo sapiens,CIITA,ENSG00000179583,IRF3,+,4170,4187,Genomic
Homo sapiens,PARP14,ENSG00000173193,IRF3,+,2965,2982,Genomic
Homo sapiens,APOL2,ENSG00000128335,IRF3,-,3367,3384,Genomic
Homo sapiens,SAMD9,ENSG00000205413,IRF3,+,2902,2919,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF3,-,8362,8379,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF3,+,35407,35424,Genomic
Homo sapiens,BST2,ENSG00000130303,IRF3,+,2870,2887,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,2977,2994,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF3,-,12764,12781,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF3,-,2989,3006,Genomic
Homo sapiens,WARS,ENSG00000140105,IRF3,+,4397,4414,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,4007,4024,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF3,-,7810,7827,Genomic
Homo sapiens,PARP9,ENSG00000138496,IRF3,+,30068,30085,Genomic
Homo sapiens,PARP9,ENSG00000138496,IRF3,-,3235,3252,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF3,-,6296,6313,Genomic
Homo sapiens,DHX58,ENSG00000108771,IRF3,-,2982,2999,Genomic
Homo sapiens,DHX58,ENSG00000108771,IRF3,-,3508,3525,Genomic
Homo sapiens,DHX58,ENST00000251642,IRF3,-,109,126,Transcript
Homo sapiens,DDX60,ENSG00000137628,IRF3,+,3037,3054,Genomic
Homo sapiens,DDX60,ENSG00000137628,IRF3,+,3072,3089,Genomic
Homo sapiens,APOL1,ENSG00000100342,IRF3,-,3002,3019,Genomic
Homo sapiens,DTX3L,ENSG00000163840,IRF3,+,2988,3005,Genomic
Homo sapiens,GBP2,ENSG00000162645,IRF3,+,833,850,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF3,-,52736,52753,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF3,-,65736,65753,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF3,-,258748,258765,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF3,-,384462,384479,Genomic
Homo sapiens,CYP2J2,ENSG00000134716,IRF3,+,38018,38035,Genomic
Homo sapiens,PSMB9,ENSG00000240065,IRF3,+,2900,2917,Genomic
Homo sapiens,PSMB9,ENSG00000240065,IRF3,+,12687,12704,Genomic
Homo sapiens,TAP2,ENSG00000204267,IRF3,+,2936,2953,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,22898,22915,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23072,23089,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23078,23095,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23108,23125,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23132,23149,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23138,23155,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,23144,23161,Genomic
Homo sapiens,ZC3HAV1,ENSG00000105939,IRF3,-,25724,25741,Genomic
Homo sapiens,ZC3HAV1,ENST00000242351,IRF3,-,322,339,Transcript
Homo sapiens,TRIM5,ENSG00000132256,IRF3,+,1736,1753,Genomic
Homo sapiens,TRIM5,ENSG00000132256,IRF3,+,74037,74054,Genomic
Homo sapiens,TRIM5,ENSG00000132256,IRF3,-,146107,146124,Genomic
Homo sapiens,ZNFX1,ENSG00000124201,IRF3,+,3303,3320,Genomic
Homo sapiens,ZNFX1,ENSG00000124201,IRF3,+,5188,5205,Genomic
Homo sapiens,C19orf66,ENSG00000130813,IRF3,+,3146,3163,Genomic
Homo sapiens,PARP10,ENSG00000178685,IRF3,-,29301,29318,Genomic
Homo sapiens,IRF2,ENSG00000168310,IRF3,-,28488,28505,Genomic
Homo sapiens,IRF2,ENSG00000168310,IRF3,-,60211,60228,Genomic
Homo sapiens,ZCCHC2,ENSG00000141664,IRF3,-,40748,40765,Genomic
Homo sapiens,ZCCHC2,ENSG00000141664,IRF3,-,57907,57924,Genomic
Homo sapiens,ZCCHC2,ENST00000269499,IRF3,-,5289,5306,Transcript
Homo sapiens,RNF19B,ENSG00000116514,IRF3,-,33512,33529,Genomic
Homo sapiens,SLC2A12,ENSG00000146411,IRF3,+,20147,20164,Genomic
Homo sapiens,B3GALNT1,ENSG00000169255,IRF3,-,26573,26590,Genomic
Homo sapiens,PML,ENSG00000140464,IRF3,+,30075,30092,Genomic
