Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF7,+,1048,1061,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26020,26033,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8736,8749,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,42072,42085,Genomic
Homo sapiens,MX1,ENST00000398598,IRF7,+,1433,1446,Transcript
Homo sapiens,OASL,ENSG00000135114,IRF7,-,10617,10630,Genomic
Homo sapiens,IFI44L,ENSG00000137959,IRF7,-,3773,3786,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,17467,17480,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,+,37926,37939,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,1066,1079,Genomic
Homo sapiens,IFIT3,ENSG00000119917,IRF7,-,5669,5682,Genomic
Homo sapiens,TNFSF10,ENSG00000121858,IRF7,-,15687,15700,Genomic
Homo sapiens,USP18,ENSG00000184979,IRF7,-,715,728,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,21624,21637,Genomic
Homo sapiens,IFIH1,ENSG00000115267,IRF7,-,22278,22291,Genomic
Homo sapiens,ISG15,ENSG00000187608,IRF7,+,12751,12764,Genomic
Homo sapiens,RTP4,ENSG00000136514,IRF7,+,481,494,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,1142,1155,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,4653,4666,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,32891,32904,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,41874,41887,Genomic
Homo sapiens,HERC6,ENSG00000138642,IRF7,-,64799,64812,Genomic
Homo sapiens,HERC6,ENST00000264346,IRF7,-,3716,3729,Transcript
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,1216,1229,Genomic
Homo sapiens,SAMD9L,ENSG00000177409,IRF7,+,6673,6686,Genomic
Homo sapiens,TLR3,ENSG00000164342,IRF7,+,18616,18629,Genomic
Homo sapiens,TLR3,ENSG00000164342,IRF7,-,739,752,Genomic
Homo sapiens,TLR3,ENST00000296795,IRF7,+,4968,4981,Transcript
Homo sapiens,PARP14,ENSG00000173193,IRF7,+,470,483,Genomic
Homo sapiens,XAF1,ENSG00000132530,IRF7,+,19600,19613,Genomic
Homo sapiens,XAF1,ENST00000361842,IRF7,+,2316,2329,Transcript
Homo sapiens,IRF7,ENSG00000185507,IRF7,+,221,234,Genomic
Homo sapiens,APOL2,ENSG00000128335,IRF7,+,2166,2179,Genomic
Homo sapiens,APOL2,ENSG00000128335,IRF7,-,866,879,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,9715,9728,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,+,10399,10412,Genomic
Homo sapiens,APOL3,ENSG00000128284,IRF7,-,5861,5874,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,+,32906,32919,Genomic
Homo sapiens,IL15RA,ENSG00000134470,IRF7,-,2437,2450,Genomic
Homo sapiens,TAP1,ENSG00000168394,IRF7,+,7794,7807,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,+,11107,11120,Genomic
Homo sapiens,TRIM14,ENSG00000106785,IRF7,-,36845,36858,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,+,22714,22727,Genomic
Homo sapiens,PARP12,ENSG00000059378,IRF7,-,488,501,Genomic
Homo sapiens,SP110,ENSG00000135899,IRF7,-,15313,15326,Genomic
Homo sapiens,SAMHD1,ENSG00000101347,IRF7,-,54699,54712,Genomic
Homo sapiens,PARP9,ENSG00000138496,IRF7,+,25480,25493,Genomic
Homo sapiens,PARP9,ENSG00000138496,IRF7,-,734,747,Genomic
Homo sapiens,GCH1,ENSG00000131979,IRF7,+,36881,36894,Genomic
Homo sapiens,GCH1,ENSG00000131979,IRF7,+,37550,37563,Genomic
Homo sapiens,GCH1,ENSG00000131979,IRF7,-,21232,21245,Genomic
Homo sapiens,GCH1,ENSG00000131979,IRF7,-,23625,23638,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,+,3220,3233,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,+,133029,133042,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,-,690,703,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,-,3206,3219,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,-,55741,55754,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,-,110233,110246,Genomic
Homo sapiens,RNF213,ENSG00000173821,IRF7,-,124097,124110,Genomic
Homo sapiens,RNF213,ENST00000582970,IRF7,+,49,62,Transcript
Homo sapiens,RNF213,ENST00000582970,IRF7,+,15665,15678,Transcript
Homo sapiens,TMEM140,ENSG00000146859,IRF7,+,446,459,Genomic
Homo sapiens,DDX60,ENSG00000137628,IRF7,+,577,590,Genomic
Homo sapiens,DDX60,ENSG00000137628,IRF7,+,31190,31203,Genomic
Homo sapiens,DDX60,ENST00000393743,IRF7,+,1400,1413,Transcript
Homo sapiens,PNPT1,ENSG00000138035,IRF7,-,57533,57546,Genomic
Homo sapiens,IRF1,ENSG00000125347,IRF7,+,44786,44799,Genomic
Homo sapiens,IRF1,ENSG00000125347,IRF7,-,44808,44821,Genomic
Homo sapiens,APOL1,ENSG00000100342,IRF7,-,501,514,Genomic
Homo sapiens,DTX3L,ENSG00000163840,IRF7,+,493,506,Genomic
Homo sapiens,TDRD7,ENSG00000196116,IRF7,+,540,553,Genomic
Homo sapiens,TDRD7,ENSG00000196116,IRF7,-,19112,19125,Genomic
Homo sapiens,TDRD7,ENSG00000196116,IRF7,-,49172,49185,Genomic
Homo sapiens,TDRD7,ENSG00000196116,IRF7,-,76984,76997,Genomic
Homo sapiens,TDRD7,ENST00000355295,IRF7,+,40,53,Transcript
Homo sapiens,GBP2,ENSG00000162645,IRF7,-,21951,21964,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF7,+,334712,334725,Genomic
Homo sapiens,PDZD2,ENSG00000133401,IRF7,-,221748,221761,Genomic
Homo sapiens,ATF3,ENSG00000162772,IRF7,+,2221,2234,Genomic
Homo sapiens,ATF3,ENSG00000162772,IRF7,-,46951,46964,Genomic
Homo sapiens,PSMB9,ENSG00000240065,IRF7,-,2874,2887,Genomic
Homo sapiens,NLRC5,ENSG00000140853,IRF7,+,91270,91283,Genomic
Homo sapiens,NLRC5,ENSG00000140853,IRF7,-,566,579,Genomic
Homo sapiens,NLRC5,ENSG00000140853,IRF7,-,10596,10609,Genomic
