Species,Gene_Name,Gene_ID,Transcription_Factor,Strand,Start,End,Sequence_Type
Homo sapiens,MX1,ENSG00000157601,IRF7,+,1048,1061,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,1054,1067,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,3761,3774,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,4851,4864,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,7188,7201,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,8005,8018,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,9232,9245,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,9271,9284,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,10367,10380,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,10395,10408,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,11217,11230,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,11295,11308,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,13196,13209,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,17522,17535,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,17613,17626,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,17961,17974,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,20957,20970,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,20964,20977,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,20969,20982,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,22851,22864,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,22989,23002,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,23624,23637,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,24169,24182,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,24374,24387,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,24595,24608,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26014,26027,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,26020,26033,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,27072,27085,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,28943,28956,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,31223,31236,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,36741,36754,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,36746,36759,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,36751,36764,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,39542,39555,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,39864,39877,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,41567,41580,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,43330,43343,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,45488,45501,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,46726,46739,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,47565,47578,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,+,50567,50580,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,298,311,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,1016,1029,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,6117,6130,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8390,8403,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8686,8699,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,8736,8749,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,9793,9806,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,10673,10686,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,12332,12345,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,14273,14286,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,14815,14828,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,15379,15392,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,15668,15681,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,18566,18579,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,19821,19834,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,20146,20159,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,23469,23482,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,24466,24479,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,24793,24806,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,27142,27155,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,27576,27589,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,28218,28231,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,28222,28235,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,29471,29484,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,31108,31121,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,33386,33399,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,34169,34182,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,37408,37421,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,37755,37768,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,38149,38162,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,40024,40037,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,41496,41509,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,42072,42085,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,42089,42102,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,43319,43332,Genomic
Homo sapiens,MX1,ENSG00000157601,IRF7,-,45068,45081,Genomic
