Gene_Name,Gene_ID,TF,Strand,Start,End
GBP4,ENSG00000162654,+,2700,2717
GBP4,ENSG00000162654,-,2700,2717
IFIT3,ENSG00000119917,+,1898,1915
IFIT3,ENSG00000119917,-,1898,1915
OAS1,ENSG00000089127,+,2113,2130
OAS1,ENSG00000089127,-,2113,2130
USP18,ENSG00000184979,+,221,238
USP18,ENSG00000184979,+,462,479
USP18,ENSG00000184979,-,221,238
USP18,ENSG00000184979,-,462,479
IFIH1,ENSG00000115267,+,379,396
IFIH1,ENSG00000115267,+,2973,2990
IFIH1,ENSG00000115267,-,379,396
IFIH1,ENSG00000115267,-,2973,2990
DDX58,ENSG00000107201,+,2348,2365
DDX58,ENSG00000107201,-,2348,2365
RTP4,ENSG00000136514,+,2952,2969
RTP4,ENSG00000136514,+,2958,2975
RTP4,ENSG00000136514,+,2976,2993
RTP4,ENSG00000136514,-,2952,2969
RTP4,ENSG00000136514,-,2958,2975
RTP4,ENSG00000136514,-,2976,2993
CD274,ENSG00000120217,+,2047,2064
CD274,ENSG00000120217,+,2886,2903
CD274,ENSG00000120217,-,2047,2064
CD274,ENSG00000120217,-,2886,2903
SAMD9L,ENSG00000177409,+,1482,1499
SAMD9L,ENSG00000177409,+,2946,2963
SAMD9L,ENSG00000177409,-,1482,1499
SAMD9L,ENSG00000177409,-,2946,2963
PARP14,ENSG00000173193,+,2516,2533
PARP14,ENSG00000173193,+,2965,2982
PARP14,ENSG00000173193,-,2516,2533
PARP14,ENSG00000173193,-,2965,2982
IRF7,ENSG00000185507,+,2716,2733
IRF7,ENSG00000185507,+,2742,2759
IRF7,ENSG00000185507,-,2716,2733
IRF7,ENSG00000185507,-,2742,2759
SAMD9,ENSG00000205413,+,2330,2347
SAMD9,ENSG00000205413,+,2902,2919
SAMD9,ENSG00000205413,+,2908,2925
SAMD9,ENSG00000205413,-,2330,2347
SAMD9,ENSG00000205413,-,2902,2919
SAMD9,ENSG00000205413,-,2908,2925
APOL3,ENSG00000128284,+,1246,1263
APOL3,ENSG00000128284,-,1246,1263
BST2,ENSG00000130303,+,2870,2887
BST2,ENSG00000130303,-,2870,2887
SLFN12L,ENSG00000205045,+,2282,2299
SLFN12L,ENSG00000205045,+,2472,2489
SLFN12L,ENSG00000205045,-,2282,2299
SLFN12L,ENSG00000205045,-,2472,2489
TAP1,ENSG00000168394,+,2229,2246
TAP1,ENSG00000168394,-,2229,2246
TRIM14,ENSG00000106785,+,1037,1054
TRIM14,ENSG00000106785,-,1037,1054
PARP12,ENSG00000059378,+,573,590
PARP12,ENSG00000059378,-,573,590
WARS,ENSG00000140105,+,72,89
WARS,ENSG00000140105,+,696,713
WARS,ENSG00000140105,-,72,89
WARS,ENSG00000140105,-,696,713
SP110,ENSG00000135899,+,609,626
SP110,ENSG00000135899,+,821,838
SP110,ENSG00000135899,-,609,626
SP110,ENSG00000135899,-,821,838
SAMHD1,ENSG00000101347,+,278,295
SAMHD1,ENSG00000101347,-,278,295
CCL7,ENSG00000108688,+,1347,1364
CCL7,ENSG00000108688,-,1347,1364
TMEM140,ENSG00000146859,+,2941,2958
TMEM140,ENSG00000146859,-,2941,2958
PNPT1,ENSG00000138035,+,2473,2490
PNPT1,ENSG00000138035,-,2473,2490
SOCS1,ENSG00000185338,+,362,379
SOCS1,ENSG00000185338,+,2887,2904
SOCS1,ENSG00000185338,-,362,379
SOCS1,ENSG00000185338,-,2887,2904
GBP2,ENSG00000162645,+,833,850
GBP2,ENSG00000162645,-,833,850
LMO2,ENSG00000135363,+,1474,1491
LMO2,ENSG00000135363,-,1474,1491
TRIM21,ENSG00000132109,+,306,323
TRIM21,ENSG00000132109,+,1440,1457
TRIM21,ENSG00000132109,+,1825,1842
TRIM21,ENSG00000132109,-,306,323
TRIM21,ENSG00000132109,-,1440,1457
TRIM21,ENSG00000132109,-,1825,1842
PSMB9,ENSG00000240065,+,753,770
PSMB9,ENSG00000240065,+,759,776
PSMB9,ENSG00000240065,+,2900,2917
PSMB9,ENSG00000240065,-,753,770
PSMB9,ENSG00000240065,-,759,776
PSMB9,ENSG00000240065,-,2900,2917
NMI,ENSG00000123609,+,2949,2966
NMI,ENSG00000123609,-,2949,2966
TAP2,ENSG00000204267,+,2936,2953
TAP2,ENSG00000204267,-,2936,2953
SERPINB9,ENSG00000170542,+,645,662
SERPINB9,ENSG00000170542,-,645,662
GALNT3,ENSG00000115339,+,496,513
GALNT3,ENSG00000115339,-,496,513
TRIM5,ENSG00000132256,+,1153,1170
TRIM5,ENSG00000132256,+,1736,1753
TRIM5,ENSG00000132256,-,1153,1170
TRIM5,ENSG00000132256,-,1736,1753
ZNFX1,ENSG00000124201,+,1623,1640
ZNFX1,ENSG00000124201,-,1623,1640
SLFN13,ENSG00000154760,+,498,515
SLFN13,ENSG00000154760,+,1737,1754
SLFN13,ENSG00000154760,-,498,515
SLFN13,ENSG00000154760,-,1737,1754
C19orf66,ENSG00000130813,+,731,748
C19orf66,ENSG00000130813,-,731,748
CCL2,ENSG00000108691,+,886,903
CCL2,ENSG00000108691,-,886,903
SLC25A28,ENSG00000155287,+,1534,1551
SLC25A28,ENSG00000155287,+,1566,1583
SLC25A28,ENSG00000155287,-,1534,1551
SLC25A28,ENSG00000155287,-,1566,1583
IRF2,ENSG00000168310,+,2745,2762
IRF2,ENSG00000168310,-,2745,2762
IFI16,ENSG00000163565,+,1690,1707
IFI16,ENSG00000163565,-,1690,1707
RAB20,ENSG00000139832,+,111,128
RAB20,ENSG00000139832,-,111,128
